Cache,Capacity,Form Factor,GB/$1.00,Hybrid SSD Cache,Interface,Kind,Link,Manufacturer,Model,NAND Flash Type,Name,Part #,Power Loss Protection,Price/GB,Prices,RPM,SSD Controller,avg,short_link,storage_gb,rpm,is_ssd,ppgb,form_factor
N/A,180GB,"2.5""",0.72,,SATA 6 Gb/s,Storage,/product/pZ6BD3/intel-internal-hard-drive-ssdsc2bw180a4k5,Intel,,MLC (synchronous),"Intel 530 Series 180GB 2.5"" Solid State Drive",SSDSC2BW180A4K5,,$1.39,[249.88],,Sandforce SF-2281,249.88,intel-internal-hard-drive-ssdsc2bw180a4k5,180.0,0.0,Yes,1.39,"2.5"""
N/A,480GB,mSATA,2.00,,mSATA,Storage,/product/VVrG3C/kingston-internal-hard-drive-sms200s3480g,Kingston,,MLC (synchronous),Kingston SSDNow mS200 480GB mSATA Solid State Drive,SMS200S3/480G,,$0.50,"[219.95, 239.99, 239.99]",,Sandforce SF-2281,233.31,kingston-internal-hard-drive-sms200s3480g,480.0,0.0,Yes,0.5,mSATA
128MB,6TB,"3.5""",24.00,,SATA 6 Gb/s,Storage,/product/GD4NnQ/seagate-internal-hard-drive-st6000nm0044,Seagate,,,"Seagate 6TB 3.5"" 7200RPM Internal Hard Drive",ST6000NM0044,,$0.042,[249.99],7200,,249.99,seagate-internal-hard-drive-st6000nm0044,6000.0,7200.0,No,0.042,"3.5"""
N/A,120GB,"2.5""",2.43,,SATA 6 Gb/s,Storage,/product/gmPzK8/mushkin-internal-hard-drive-mknssdcr120gbg2,Mushkin,,MLC (toggle),"Mushkin Chronos 120GB 2.5"" Solid State Drive",MKNSSDCR120GB-G2,,$0.41,[49.48],,Sandforce SF-2281,49.48,mushkin-internal-hard-drive-mknssdcr120gbg2,120.0,0.0,Yes,0.41,"2.5"""
N/A,960GB,"2.5""",3.02,,SATA 6 Gb/s,Storage,/product/B72kcf/kingston-internal-hard-drive-sv310s37a960g,Kingston,,MLC,"Kingston SSDNow V310 960GB 2.5"" Solid State Drive",SV310S37A/960G,,$0.33,[309.96],,Phison PS-3108,309.96,kingston-internal-hard-drive-sv310s37a960g,960.0,0.0,Yes,0.33,"2.5"""
N/A,240GB,"2.5""",0.90,,SATA 6 Gb/s,Storage,/product/ZNbp99/mushkin-internal-hard-drive-mknssdcr240gbdx,Mushkin,,MLC (toggle),"Mushkin Chronos Deluxe 240GB 2.5"" Solid State Drive",MKNSSDCR240GB-DX,,$1.11,[265.45],,Sandforce SF-2281,265.45,mushkin-internal-hard-drive-mknssdcr240gbdx,240.0,0.0,Yes,1.11,"2.5"""
N/A,128GB,mSATA,1.18,,mSATA,Storage,/product/cjp323/sandisk-internal-hard-drive-sdmsata128gg25,Sandisk,,,Sandisk Ultra II 128GB mSATA Solid State Drive,SDMSATA-128G-G25,,$0.84,"[99.99, 129.95]",,,114.97,sandisk-internal-hard-drive-sdmsata128gg25,128.0,0.0,Yes,0.84,mSATA
N/A,512GB,"2.5""",1.83,,SATA 6 Gb/s,Storage,/product/JyDwrH/corsair-internal-hard-drive-cssdf512gblx,Corsair,,MLC,"Corsair Force LX Series 512GB 2.5"" Solid State Drive",CSSD-F512GBLX,,$0.55,[279.99],,Silicon Motion SM2246EN,279.99,corsair-internal-hard-drive-cssdf512gblx,512.0,0.0,Yes,0.55,"2.5"""
64MB,6TB,"3.5""",17.91,,SAS 6 Gb/s,Storage,/product/3wMFf7/hitachi-internal-hard-drive-0f18370,Hitachi,,,"Hitachi He6 6TB 3.5"" 7200RPM Internal Hard Drive",0F18370,,$0.056,[335.0],7200,,335.0,hitachi-internal-hard-drive-0f18370,6000.0,7200.0,No,0.056,"3.5"""
N/A,250GB,M.2-2280,2.63,,M.2 (B+M),Storage,/product/8WZ2FT/samsung-internal-hard-drive-mzn5e250bw,Samsung,,,Samsung 850 EVO 250GB M.2-2280 Solid State Drive,MZ-N5E250BW,,$0.38,"[94.99, 94.99, 94.99, 97.99, 98.89, 99.99, 99.99, 99.99, 99.99, 143.99]",,,102.58,samsung-internal-hard-drive-mzn5e250bw,250.0,0.0,Yes,0.38,M.2-2280
N/A,240GB,"2.5""",2.40,,SATA 6 Gb/s,Storage,/product/q3TmP6/mushkin-internal-hard-drive-mknssdcr240gb,Mushkin,,MLC (asynchronous),"Mushkin Chronos 240GB 2.5"" Solid State Drive",MKNSSDCR240GB,,$0.42,"[99.89, 99.98]",,Sandforce SF-2281,99.935,mushkin-internal-hard-drive-mknssdcr240gb,240.0,0.0,Yes,0.42,"2.5"""
N/A,80GB,"1.8""",,,Micro SATA 3 Gb/s,Storage,/product/6DW9TW/intel-internal-hard-drive-ssdsa1nw080g301,Intel,,MLC,"Intel 320 Series 80GB 1.8"" Solid State Drive",SSDSA1NW080G301,,,[],,Intel PC29AS21BA0,0.0,intel-internal-hard-drive-ssdsa1nw080g301,80.0,0.0,Yes,0.0,"1.8"""
128MB,3TB,"3.5""",16.85,,SAS 6 Gb/s,Storage,/product/jy6BD3/seagate-internal-hard-drive-st3000nm0023,Seagate,,,"Seagate Constellation ES.3 3TB 3.5"" 7200RPM Internal Hard Drive",ST3000NM0023,,$0.059,"[177.99, 182.99, 199.99, 299.99]",7200,,215.24,seagate-internal-hard-drive-st3000nm0023,3000.0,7200.0,No,0.059,"3.5"""
N/A,180GB,"2.5""",0.90,,SATA 6 Gb/s,Storage,/product/YWh9TW/corsair-internal-hard-drive-cssdf180gbgtbk,Corsair,,MLC (synchronous),"Corsair Force Series GT 180GB 2.5"" Solid State Drive",CSSD-F180GBGT-BK,,$1.11,"[199.99, 389.99]",,Varies,294.99,corsair-internal-hard-drive-cssdf180gbgtbk,180.0,0.0,Yes,1.11,"2.5"""
N/A,960GB,"2.5""",2.52,,SATA 6 Gb/s,Storage,/product/GtXfrH/kingston-internal-hard-drive-sv310s3n7a960g,Kingston,,MLC,"Kingston SSDNow V310 960GB 2.5"" Solid State Drive",SV310S3N7A/960G,,$0.40,[371.86],,Phison PS-3108,371.86,kingston-internal-hard-drive-sv310s3n7a960g,960.0,0.0,Yes,0.4,"2.5"""
64MB,1.2TB,"2.5""",,,SAS 6 Gb/s,Storage,/product/PJx9TW/hitachi-internal-hard-drive-huc101212css600,Hitachi,,,"Hitachi Ultrastar C10K1200 1.2TB 2.5"" 10000RPM Internal Hard Drive",HUC101212CSS600,,,[],10000,,0.0,hitachi-internal-hard-drive-huc101212css600,1200.0,10000.0,No,0.0,"2.5"""
32MB,450GB,"2.5""",2.38,,SATA 6 Gb/s,Storage,/product/fqfp99/western-digital-internal-hard-drive-wd4500blhx,Western Digital,,,"Western Digital VelociRaptor 450GB 2.5"" 10000RPM Internal Hard Drive",WD4500BLHX,,$0.42,[188.89],10000,,188.89,western-digital-internal-hard-drive-wd4500blhx,450.0,10000.0,No,0.42,"2.5"""
16MB,150GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/GyNp99/western-digital-internal-hard-drive-wd1500hlfs,Western Digital,,,"Western Digital VelociRaptor 150GB 3.5"" 10000RPM Internal Hard Drive",WD1500HLFS,,,[],10000,,0.0,western-digital-internal-hard-drive-wd1500hlfs,150.0,10000.0,No,0.0,"3.5"""
N/A,120GB,"2.5""",2.40,,SATA 6 Gb/s,Storage,/product/JVh9TW/visiontek-internal-hard-drive-900623,VisionTek,,MLC (asynchronous),"VisionTek GoDrive 120GB 2.5"" Solid State Drive",900623,,$0.42,"[49.99, 47.55, 60.99, 64.99, 65.98]",,Sandforce SF-2281,57.9,visiontek-internal-hard-drive-900623,120.0,0.0,Yes,0.42,"2.5"""
8MB,160GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/7zrG3C/western-digital-internal-hard-drive-wd1600bevt,Western Digital,,,"Western Digital Scorpio Blue 160GB 2.5"" 5400RPM Internal Hard Drive",WD1600BEVT,,,[],5400,,0.0,western-digital-internal-hard-drive-wd1600bevt,160.0,5400.0,No,0.0,"2.5"""
8MB,80GB,"3.5""",3.48,,SATA 3 Gb/s,Storage,/product/WNV48d/western-digital-internal-hard-drive-wd800aajs,Western Digital,,,"Western Digital Caviar Blue 80GB 3.5"" 7200RPM Internal Hard Drive",WD800AAJS,,$0.29,"[19.0, 38.71]",7200,,28.855,western-digital-internal-hard-drive-wd800aajs,80.0,7200.0,No,0.29,"3.5"""
16MB,500GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/CptCmG/hitachi-internal-hard-drive-h2ik500854sp,Hitachi,,,"Hitachi Travelstar 500GB 2.5"" 5400RPM Internal Hard Drive",H2IK500854SP,,,[],5400,,0.0,hitachi-internal-hard-drive-h2ik500854sp,500.0,5400.0,No,0.0,"2.5"""
16MB,500GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/tjMFf7/hitachi-internal-hard-drive-hdt721050sla360,Hitachi,7K1000.B,,"Hitachi Deskstar 500GB 3.5"" 7200RPM Internal Hard Drive",HDT721050SLA360,,,[],7200,,0.0,hitachi-internal-hard-drive-hdt721050sla360,500.0,7200.0,No,0.0,"3.5"""
32MB,500GB,"3.5""",6.69,,SATA 3 Gb/s,Storage,/product/3qfp99/hitachi-internal-hard-drive-hde721050sla330,Hitachi,E7K1000,,"Hitachi Deskstar 500GB 3.5"" 7200RPM Internal Hard Drive",HDE721050SLA330,,$0.15,[67.0],7200,,67.0,hitachi-internal-hard-drive-hde721050sla330,500.0,7200.0,No,0.15,"3.5"""
N/A,480GB,"2.5""",1.08,,SATA 6 Gb/s,Storage,/product/WQJwrH/corsair-internal-hard-drive-cssdf480gbgtbk,Corsair,,MLC (synchronous),"Corsair Force Series GT 480GB 2.5"" Solid State Drive",CSSD-F480GBGT-BK,,$0.93,[444.99],,Varies,444.99,corsair-internal-hard-drive-cssdf480gbgtbk,480.0,0.0,Yes,0.93,"2.5"""
16MB,300GB,"3.5""",,,SAS 6 Gb/s,Storage,/product/XGX2FT/dell-internal-hard-drive-f617n,Dell,,,"Dell 300GB 3.5"" 15000RPM Internal Hard Drive",F617N,,,[],15000,,0.0,dell-internal-hard-drive-f617n,300.0,15000.0,No,0.0,"3.5"""
N/A,100GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/vFTrxr/hp-internal-hard-drive-691862b21,HP,,,"HP 100GB 2.5"" Solid State Drive",691862-B21,,,[],,,0.0,hp-internal-hard-drive-691862b21,100.0,0.0,Yes,0.0,"2.5"""
N/A,480GB,"1.8""",1.31,,SATA 6 Gb/s,Storage,/product/QsYWGX/visiontek-internal-hard-drive-900757,VisionTek,,,"VisionTek Go Drive 480GB 1.8"" Solid State Drive",900757,,$0.76,"[366.99, 370.66, 374.99, 374.99]",,,371.9075,visiontek-internal-hard-drive-900757,480.0,0.0,Yes,0.76,"1.8"""
N/A,120GB,"1.8""",1.03,,SATA 6 Gb/s,Storage,/product/mzyxFT/visiontek-internal-hard-drive-900755,VisionTek,,,"VisionTek Go Drive 120GB 1.8"" Solid State Drive",900755,,$0.97,"[116.66, 159.99]",,,138.325,visiontek-internal-hard-drive-900755,120.0,0.0,Yes,0.97,"1.8"""
N/A,480GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/DvKhP6/ocz-internal-hard-drive-vtx460a25sat3480g,OCZ,,,"OCZ Vertex 460A 480GB 2.5"" Solid State Drive",VTX460A-25SAT3-480G,,,[],,,0.0,ocz-internal-hard-drive-vtx460a25sat3480g,480.0,0.0,Yes,0.0,"2.5"""
N/A,3TB,"3.5""",,,SATA 6 Gb/s,Storage,/product/rtV48d/hp-internal-hard-drive-628065b21,HP,,,"HP 3TB 3.5"" 7200RPM Internal Hard Drive",628065-B21,,,[],7200,,0.0,hp-internal-hard-drive-628065b21,3000.0,7200.0,No,0.0,"3.5"""
N/A,240GB,"2.5""",3.08,,SATA 6 Gb/s,Storage,/product/3qmxFT/amd-internal-hard-drive-r3240gb,AMD,,TLC (toggle),"AMD Radeon R3 240GB 2.5"" Solid State Drive",R3 240GB<br/>(or) SSDR3SL240G,,$0.32,[77.99],,Silicon Motion SM2256KX,77.99,amd-internal-hard-drive-r3240gb,240.0,0.0,Yes,0.32,"2.5"""
N/A,60GB,"2.5""",0.86,,SATA 6 Gb/s,Storage,/product/Jmn2FT/kingston-internal-hard-drive-skc300s37a60g,Kingston,,MLC (toggle),"Kingston SSDNow KC300 60GB 2.5"" Solid State Drive",SKC300S37A/60G,,$1.17,"[69.92, 81.99]",,Sandforce SF-2281,75.955,kingston-internal-hard-drive-skc300s37a60g,60.0,0.0,Yes,1.17,"2.5"""
8MB,160GB,"2.5""",1.60,,PATA 100,Storage,/product/zPqdnQ/samsung-internal-hard-drive-hm160hc,Samsung,,,"Samsung Spinpoint M5 160GB 2.5"" 5400RPM Internal Hard Drive",HM160HC,,$0.62,[99.89],5400,,99.89,samsung-internal-hard-drive-hm160hc,160.0,5400.0,No,0.62,"2.5"""
8MB,320GB,"3.5""",4.45,,PATA 100,Storage,/product/YdQypg/western-digital-internal-hard-drive-wd3200jbrtl,Western Digital,,,"Western Digital Caviar SE 320GB 3.5"" 7200RPM Internal Hard Drive",WD3200JBRTL,,$0.22,[63.42],7200,,63.42,western-digital-internal-hard-drive-wd3200jbrtl,320.0,7200.0,No,0.22,"3.5"""
16MB,500GB,"3.5""",3.94,,PATA 100,Storage,/product/wYGkcf/western-digital-internal-hard-drive-wd5000aakb,Western Digital,,,"Western Digital Caviar Blue 500GB 3.5"" 7200RPM Internal Hard Drive",WD5000AAKB,,$0.25,[127.04],7200,,127.04,western-digital-internal-hard-drive-wd5000aakb,500.0,7200.0,No,0.25,"3.5"""
32MB,1.5TB,"3.5""",,,SATA 3 Gb/s,Storage,/product/cxMFf7/seagate-internal-hard-drive-st31500541as,Seagate,,,"Seagate Barracuda LP 1.5TB 3.5"" 5900RPM Internal Hard Drive",ST31500541AS,,,[],5900,,0.0,seagate-internal-hard-drive-st31500541as,1500.0,5900.0,No,0.0,"3.5"""
128MB,6TB,"3.5""",25.00,,SATA 6 Gb/s,Storage,/product/vXL7YJ/seagate-internal-hard-drive-st6000nm0084,Seagate,,,"Seagate 6TB 3.5"" 7200RPM Internal Hard Drive",ST6000NM0084,,$0.040,[239.99],7200,,239.99,seagate-internal-hard-drive-st6000nm0084,6000.0,7200.0,No,0.04,"3.5"""
N/A,240GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/VVNp99/kingston-internal-hard-drive-svp200s3b240g,Kingston,,MLC (asynchronous),"Kingston SSDNow V+200 240GB 2.5"" Solid State Drive",SVP200S3B/240G,,,[],,Sandforce SF-2281,0.0,kingston-internal-hard-drive-svp200s3b240g,240.0,0.0,Yes,0.0,"2.5"""
16MB,500GB,"3.5""",7.28,,SATA 3 Gb/s,Storage,/product/HxJwrH/seagate-internal-hard-drive-st3500410sv,Seagate,,,"Seagate SV35.5 500GB 3.5"" 5900RPM Internal Hard Drive",ST3500410SV,,$0.14,"[59.95, 91.63]",5900,,75.79,seagate-internal-hard-drive-st3500410sv,500.0,5900.0,No,0.14,"3.5"""
N/A,240GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/D6hj4D/mushkin-internal-hard-drive-mknssdst240gb,Mushkin,,,"Mushkin Striker 240GB 2.5"" Solid State Drive",MKNSSDST240GB,,,[],,,0.0,mushkin-internal-hard-drive-mknssdst240gb,240.0,0.0,Yes,0.0,"2.5"""
256MB,128GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/CbJwrH/plextor-internal-hard-drive-px128m3,Plextor,,MLC (toggle),"Plextor PX-M3S Series 128GB 2.5"" Solid State Drive",PX-128M3,,,[],,Marvell 9174,0.0,plextor-internal-hard-drive-px128m3,128.0,0.0,Yes,0.0,"2.5"""
N/A,120GB,"2.5""",2.22,,SATA 6 Gb/s,Storage,/product/ZvLypg/kingston-internal-hard-drive-shfs37a120g,Kingston,,MLC,"Kingston HyperX Fury 120GB 2.5"" Solid State Drive",SHFS37A/120G,,$0.45,"[53.99, 53.99, 58.99, 53.99, 72.99]",,Sandforce SF-2281,58.79,kingston-internal-hard-drive-shfs37a120g,120.0,0.0,Yes,0.45,"2.5"""
128MB,2TB,"3.5""",,,SAS 6 Gb/s,Storage,/product/VJJwrH/seagate-internal-hard-drive-st2000nm0043,Seagate,,,"Seagate Constellation ES.3 2TB 3.5"" 7200RPM Internal Hard Drive",ST2000NM0043,,,[],7200,,0.0,seagate-internal-hard-drive-st2000nm0043,2000.0,7200.0,No,0.0,"3.5"""
64MB,1TB,"2.5""",5.70,,SAS 6 Gb/s,Storage,/product/8FTrxr/hitachi-internal-hard-drive-0b30780,Hitachi,,,"Hitachi Ultrastar C7K1000 1TB 2.5"" 7200RPM Internal Hard Drive",0B30780,,$0.18,[175.5],7200,,175.5,hitachi-internal-hard-drive-0b30780,1000.0,7200.0,No,0.18,"2.5"""
N/A,128GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/wYxfrH/ocz-internal-hard-drive-oct125sat3128g,OCZ,,MLC (synchronous),"OCZ Octane 128GB 2.5"" Solid State Drive",OCT1-25SAT3-128G,,,[],,Indilinx Everest 1,0.0,ocz-internal-hard-drive-oct125sat3128g,128.0,0.0,Yes,0.0,"2.5"""
N/A,256GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/zM8H99/sandisk-internal-hard-drive-sd7ub3q256g1022,Sandisk,,,"Sandisk X300S 256GB 2.5"" Solid State Drive",SD7UB3Q-256G-1022,,,[],,,0.0,sandisk-internal-hard-drive-sd7ub3q256g1022,256.0,0.0,Yes,0.0,"2.5"""
128MB,600GB,"2.5""",1.32,,SAS 12 Gb/s,Storage,/product/CbjWGX/hitachi-internal-hard-drive-0b28953,Hitachi,,,"Hitachi Ultrastar C15K600 600GB 2.5"" 15000RPM Internal Hard Drive",0B28953,,$0.76,[447.3],15000,,447.3,hitachi-internal-hard-drive-0b28953,600.0,15000.0,No,0.76,"2.5"""
64MB,3TB,"3.5""",,,SATA 6 Gb/s,Storage,/product/VJfmP6/toshiba-internal-hard-drive-hdwa130xzsta,Toshiba,,,"Toshiba 3TB 3.5"" 5700RPM Internal Hard Drive",HDWA130XZSTA,,,[],5700,,0.0,toshiba-internal-hard-drive-hdwa130xzsta,3000.0,5700.0,No,0.0,"3.5"""
N/A,128GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/wYrcCJ/ocz-internal-hard-drive-d2cstk251m3t0120,OCZ,,,"OCZ 128GB 2.5"" Solid State Drive",D2CSTK251M3T-0120,,,[],,,0.0,ocz-internal-hard-drive-d2cstk251m3t0120,128.0,0.0,Yes,0.0,"2.5"""
N/A,128GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/mQ4gXL/crucial-internal-hard-drive-ct128m4ssd1cca,Crucial,,MLC (synchronous),"Crucial M4 128GB 2.5"" Solid State Drive",CT128M4SSD1CCA,,,[],,Marvell 9174,0.0,crucial-internal-hard-drive-ct128m4ssd1cca,128.0,0.0,Yes,0.0,"2.5"""
32MB,3TB,"3.5""",,,SATA 6 Gb/s,Storage,/product/W3rG3C/lenovo-internal-hard-drive-0a89478,Lenovo,,,"Lenovo 3TB 3.5"" 7200RPM Internal Hard Drive",0A89478,,,[],7200,,0.0,lenovo-internal-hard-drive-0a89478,3000.0,7200.0,No,0.0,"3.5"""
N/A,256GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/TVNp99/verbatim-internal-hard-drive-47372,Verbatim,,MLC,"Verbatim Verbatim SATA II 256GB 2.5"" Solid State Drive",47372,,,[],,Phison PS3105-S5,0.0,verbatim-internal-hard-drive-47372,256.0,0.0,Yes,0.0,"2.5"""
N/A,256GB,"2.5""",1.98,,SATA 6 Gb/s,Storage,/product/JMPfrH/samsung-internal-hard-drive-mz7ke256bw,Samsung,,3D V-NAND,"Samsung 850 Pro Series 256GB 2.5"" Solid State Drive",MZ-7KE256BW,,$0.50,"[129.0, 129.88, 129.0, 137.99, 139.99, 139.99, 139.99, 139.99, 149.99, 167.99]",,Samsung MEX,140.381,samsung-internal-hard-drive-mz7ke256bw,256.0,0.0,Yes,0.5,"2.5"""
N/A,480GB,"2.5""",1.02,,SATA 6 Gb/s,Storage,/product/dth9TW/intel-internal-hard-drive-ssdsc2cw480a310,Intel,,MLC (synchronous),"Intel 520 Series Cherryville 480GB 2.5"" Solid State Drive",SSDSC2CW480A310,,$0.98,[470.76],,Sandforce SF-2281,470.76,intel-internal-hard-drive-ssdsc2cw480a310,480.0,0.0,Yes,0.98,"2.5"""
N/A,480GB,"2.5""",1.13,,SATA 6 Gb/s,Storage,/product/MRZQzy/kingston-internal-hard-drive-skc300s37a480g,Kingston,,MLC (toggle),"Kingston SSDNow KC300 480GB 2.5"" Solid State Drive",SKC300S37A/480G,,$0.88,[422.98],,Sandforce SF-2281,422.98,kingston-internal-hard-drive-skc300s37a480g,480.0,0.0,Yes,0.88,"2.5"""
N/A,120GB,"2.5""",0.49,,SATA 6 Gb/s,Storage,/product/rfW9TW/verbatim-internal-hard-drive-47378,Verbatim,,MLC,"Verbatim Verbatim SATA III 120GB 2.5"" Solid State Drive",47378,,$2.05,[245.45],,Sandforce SF-2281,245.45,verbatim-internal-hard-drive-47378,120.0,0.0,Yes,2.05,"2.5"""
64MB,250GB,"3.5""",3.29,,SATA 3 Gb/s,Storage,/product/nYGkcf/western-digital-internal-hard-drive-wd2503abyx,Western Digital,,,"Western Digital RE4 250GB 3.5"" 7200RPM Internal Hard Drive",WD2503ABYX,,$0.30,"[75.98, 73.99]",7200,,74.985,western-digital-internal-hard-drive-wd2503abyx,250.0,7200.0,No,0.3,"3.5"""
16MB,250GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/Rx3RsY/seagate-internal-hard-drive-st9250410asg,Seagate,,,"Seagate Momentus 7200.4 250GB 2.5"" 7200RPM Internal Hard Drive",ST9250410ASG,,,[],7200,,0.0,seagate-internal-hard-drive-st9250410asg,250.0,7200.0,No,0.0,"2.5"""
N/A,80GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/kHXfrH/intel-internal-hard-drive-ssdsc2ct080a4k5,Intel,,MLC (synchronous),"Intel 335 Series 80GB 2.5"" Solid State Drive",SSDSC2CT080A4K5,,,[],,Sandforce SF-2281,0.0,intel-internal-hard-drive-ssdsc2ct080a4k5,80.0,0.0,Yes,0.0,"2.5"""
N/A,480GB,PCI-E,0.81,,PCI-Express x2,Storage,/product/VnZQzy/visiontek-internal-hard-drive-900601,VisionTek,Data Fusion 2-way,MLC,VisionTek Data Fusion 480GB PCI-E Solid State Drive,900601,,$1.24,"[593.88, 588.0, 599.99]",,Sandforce SF-2281,593.956666667,visiontek-internal-hard-drive-900601,480.0,0.0,Yes,1.24,PCI-E
8MB,750GB,"2.5""",7.29,,SATA 3 Gb/s,Storage,/product/XwBv6h/toshiba-internal-hard-drive-mk7559gsxp,Toshiba,,,"Toshiba 750GB 2.5"" 5400RPM Internal Hard Drive",MK7559GSXP,,$0.14,"[102.95, 106.72]",5400,,104.835,toshiba-internal-hard-drive-mk7559gsxp,750.0,5400.0,No,0.14,"2.5"""
16MB,320GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/fPBv6h/hitachi-internal-hard-drive-0a39264,Hitachi,7K1000.C,,"Hitachi Deskstar 320GB 3.5"" 7200RPM Internal Hard Drive",0A39264,,,[],7200,,0.0,hitachi-internal-hard-drive-0a39264,320.0,7200.0,No,0.0,"3.5"""
8MB,160GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/QDg323/seagate-internal-hard-drive-st3160813as,Seagate,,,"Seagate Barracuda 160GB 3.5"" 7200RPM Internal Hard Drive",ST3160813AS,,,[],7200,,0.0,seagate-internal-hard-drive-st3160813as,160.0,7200.0,No,0.0,"3.5"""
N/A,500GB,"2.5""",2.95,,SATA 6 Gb/s,Storage,/product/FrH48d/samsung-internal-hard-drive-mz75e500bam,Samsung,,,"Samsung 850 EVO-Series 500GB 2.5"" Solid State Drive",MZ-75E500B/AM<br/>(or) MZ-75E500B/EU<br/>(or) MZ-75E500BW/EU<br/>(or) MZ-75E500BW,,$0.34,"[169.49, 169.66, 169.66, 174.25, 169.66, 179.99, 179.99, 179.99, 184.99]",,,175.297777778,samsung-internal-hard-drive-mz75e500bam,500.0,0.0,Yes,0.34,"2.5"""
64MB,2TB,"3.5""",27.86,,SATA 6 Gb/s,Storage,/product/bskwrH/western-digital-internal-hard-drive-wd20ezrz,Western Digital,,,"Western Digital Blue 2TB 3.5"" 5400RPM Internal Hard Drive",WD20EZRZ,,$0.036,"[71.79, 71.89, 71.99, 72.0, 72.0, 87.99]",5400,,74.61,western-digital-internal-hard-drive-wd20ezrz,2000.0,5400.0,No,0.036,"3.5"""
N/A,128GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/mZh9TW/ocz-internal-hard-drive-vtx45025sat3128g,OCZ,Vertex 450 Series 128,MLC (synchronous),"OCZ Vertex 450 Series 128GB 2.5"" Solid State Drive",VTX450-25SAT3-128G,,,[],,Indilinx Barefoot 3,0.0,ocz-internal-hard-drive-vtx45025sat3128g,128.0,0.0,Yes,0.0,"2.5"""
64MB,1.5TB,"3.5""",12.61,,SATA 3 Gb/s,Storage,/product/RFNp99/western-digital-internal-hard-drive-wd1502fyps,Western Digital,,,"Western Digital RE4-GP 1.5TB 3.5"" 5400RPM Internal Hard Drive",WD1502FYPS,,$0.079,"[115.0, 219.29]",5400,,167.145,western-digital-internal-hard-drive-wd1502fyps,1500.0,5400.0,No,0.079,"3.5"""
16MB,160GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/mPCwrH/western-digital-internal-hard-drive-wd1600avcs,Western Digital,,,"Western Digital AV-GP 160GB 3.5"" 5400RPM Internal Hard Drive",WD1600AVCS,,,[],5400,,0.0,western-digital-internal-hard-drive-wd1600avcs,160.0,5400.0,No,0.0,"3.5"""
N/A,120GB,mSATA,,,mSATA,Storage,/product/Ytckcf/samsung-internal-hard-drive-mzmte120bw,Samsung,,TLC (toggle),Samsung 840 EVO 120GB mSATA Solid State Drive,MZ-MTE120BW,,,[],,Samsung MEX,0.0,samsung-internal-hard-drive-mzmte120bw,120.0,0.0,Yes,0.0,mSATA
8MB,320GB,"2.5""",4.71,,SATA 3 Gb/s,Storage,/product/yX8Zxr/western-digital-internal-hard-drive-wd3200bvvt,Western Digital,,,"Western Digital AV 320GB 2.5"" 5400RPM Internal Hard Drive",WD3200BVVT,,$0.21,[60.99],5400,,60.99,western-digital-internal-hard-drive-wd3200bvvt,320.0,5400.0,No,0.21,"2.5"""
64MB,1TB,"2.5""",,,SATA 6 Gb/s,Storage,/product/QPCwrH/seagate-internal-hard-drive-st91000641ns,Seagate,,,"Seagate Constellation.2 1TB 2.5"" 7200RPM Internal Hard Drive",ST91000641NS,,,[],7200,,0.0,seagate-internal-hard-drive-st91000641ns,1000.0,7200.0,No,0.0,"2.5"""
N/A,128GB,mSATA,0.70,,mSATA,Storage,/product/XJK7YJ/a-data-internal-hard-drive-asx300s3128gmc,ADATA,,MLC (synchronous),ADATA XPG SX300 128GB mSATA Solid State Drive,ASX300S3-128GM-C,,$1.43,[183.45],,Sandforce SF-2281,183.45,a-data-internal-hard-drive-asx300s3128gmc,128.0,0.0,Yes,1.43,mSATA
N/A,120GB,"2.5""",0.63,,SATA 6 Gb/s,Storage,/product/g2mxFT/silicon-power-internal-hard-drive-sp120gbss3s70s25,Silicon Power,,MLC (toggle),"Silicon Power S70 120GB 2.5"" Solid State Drive",SP120GBSS3S70S25,,$1.58,[189.89],,,189.89,silicon-power-internal-hard-drive-sp120gbss3s70s25,120.0,0.0,Yes,1.58,"2.5"""
